Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
14372716956,"May 4, 2025, 9:20:04 AM",Kurica Run,Run,"",1423,4.99,,,false,,,activities/14372716956.gpx,,,1423.0,1418.0,4996.5,5.099999904632568,3.523624897003174,25.985376358032227,26.806209564208984,531.0999755859375,545.9000244140625,7.352941036224365,0.012008406221866608,,,,,,,,,358.1914367675781,,,,,,,,,,,,,,0.0,,0.0,,1.0,5026.2998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.5112438201904297,3369.800048828125,,,,,,,,,3.544640302658081,,,""
14459598673,"May 12, 2025, 7:12:15 PM",Afternoon Run,Run,"",1089,3.29,,,false,,,activities/14459598673.gpx,,,1089.0,1089.0,3298.699951171875,4.539999961853027,3.029109239578247,74.58861541748047,74.58861541748047,542.7999877929688,570.7999877929688,13.821138381958008,0.07881893217563629,,,,,,,,,249.37928771972656,,,,,,,,,,,,,,0.0,,0.0,,1.0,3499.39990234375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.029109239578247,1001.7999877929688,,,,,,,,,3.213406801223755,,,""
14492059305,"May 15, 2025, 7:22:13 PM",Afternoon Run,Run,"",961,3.33,,,false,,,activities/14492059305.gpx,,,961.0,957.0,3338.89990234375,4.619999885559082,3.4889237880706787,28.836397171020508,28.836397171020508,563.2000122070312,575.9000244140625,8.247422218322754,0.24858486652374268,,,,,,,,,241.54742431640625,,,,,,,,,,,,,,0.0,,0.0,,1.0,3389.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.4744017124176025,1377.0999755859375,,,,,,,,,3.541797399520874,,,""
14497690461,"May 16, 2025, 11:52:35 AM",Morning Run,Run,"",885,2.11,,,false,,,activities/14497690461.gpx,,,885.0,852.0,2115.10009765625,4.179999828338623,2.4825117588043213,29.79801368713379,29.79801368713379,543.0999755859375,570.7999877929688,16.438356399536133,0.08510235697031021,,,,,,,,,156.66554260253906,,,,,,,,,,,,,,0.0,,0.0,,1.0,2198.39990234375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.3899435997009277,1293.0999755859375,,,,,,,,,2.5802817344665527,,,""
14753818007,"Jun 10, 2025, 11:20:22 AM",Morning Run,Run,"",1031,2.82,,,false,,,activities/14753818007.gpx,,,1031.0,1018.0,2828.800048828125,3.3399999141693115,2.7787818908691406,14.517212867736816,10.4114990234375,563.7999877929688,575.5,10.576923370361328,0.20503394305706024,,,,,,,,,204.04861450195312,,,,,,,,,,,,,,0.0,,0.0,,1.0,2863.300048828125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.743743896484375,2188.0,,,,,,,,,2.8126718997955322,,,""
14899425344,"Jun 24, 2025, 11:01:12 AM",Morning Run,Run,"",434,1.27,,,false,,,activities/14899425344.gpx,,,434.0,434.0,1274.0,3.759999990463257,2.935483932495117,3.0592105388641357,2.174999952316284,566.2999877929688,571.2999877929688,9.523809432983398,0.2668759822845459,,,,,,,,,92.00822448730469,,,,,,,,,,,,,,0.0,,0.0,,1.0,1291.0999755859375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.935483932495117,1274.0,,,,,,,,,2.9748847484588623,,,""
14899607504,"Jun 24, 2025, 11:15:16 AM",Morning Run,Run,"",645,1.72,,,false,,,activities/14899607504.gpx,,,645.0,645.0,1727.4000244140625,3.450000047683716,2.6781394481658936,9.415079116821289,7.030952453613281,566.7000122070312,569.2999877929688,5.0,-0.05789047107100487,,,,,,,,,123.42115020751953,,,,,,,,,,,,,,0.0,,0.0,,1.0,1731.9000244140625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.6781394481658936,540.2999877929688,,,,,,,,,2.6851162910461426,,,""
14916707692,"Jun 25, 2025, 10:58:04 PM",Evening Run,Run,"",664,1.59,,,false,,,activities/14916707692.gpx,,,664.0,664.0,1590.0,3.059999942779541,2.394578218460083,6.409090995788574,6.409090995788574,568.9000244140625,575.4000244140625,3.0,0.050314463675022125,,,,,,,,,113.82196807861328,,,,,,,,,,,,,,0.0,,0.0,,1.0,1597.199951171875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.394578218460083,1593.199951171875,,,,,,,,,2.405421733856201,,,""
14916775583,"Jun 25, 2025, 11:11:46 PM",Evening Run,Run,"",431,1.35,,,false,,,activities/14916775583.gpx,,,431.0,431.0,1350.9000244140625,4.880000114440918,3.134338855743408,6.228513717651367,2.359649181365967,566.7000122070312,570.7999877929688,5.7971014976501465,0.05921977758407593,,,,,,,,,96.69023895263672,,,,,,,,,,,,,,0.0,,0.0,,1.0,1356.800048828125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.134338855743408,631.0,,,,,,,,,3.1480278968811035,,,""
14950042173,"Jun 29, 2025, 8:48:34 AM",Maratona de Londrina,Run,"",1670,5.37,,,false,,,activities/14950042173.gpx,,,1670.0,1667.0,5376.7998046875,5.300000190734863,3.2254350185394287,41.33208465576172,42.053794860839844,566.5,599.4000244140625,9.821428298950195,0.007439369335770607,,,,,,,,,387.4664611816406,,,,,,,,,,,,,,0.0,,0.0,,1.0,5437.10009765625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.2196407318115234,3538.39990234375,,,,,,,,,3.2616076469421387,,,""
